order_no,line_no,order_stat,part,qty,unit_price,due,line_cls
SO-8352368,1,X,2525,28,1104.64,2023-10-20 07:45:01.587386,
SO-8352368,2,O,7369,46,624.1,2023-09-27 02:31:08.231086,
SO-8352368,3,C,1891,42,1360.29,2023-09-06 21:47:23.778919,2023-09-10 20:27:58.932281
SO-8352368,4,X,7982,10,640.53,2023-08-18 08:11:08.154453,
SO-7287824,1,X,3585,42,826.39,2024-11-20 20:16:29.943053,
SO-7287824,2,O,6905,23,891.86,2024-12-06 12:44:57.495773,
SO-7287824,3,X,7763,34,1302.27,2024-10-24 23:29:16.308662,
SO-7287824,4,C,6332,35,530.95,2024-12-04 19:34:49.112545,2024-12-22 08:12:58.919670
SO-7287824,5,O,2195,35,710.64,2024-11-19 02:15:45.232227,
SO-6306913,1,X,7499,23,1412.48,2025-04-12 19:00:50.092029,
SO-6306913,2,X,1254,15,382.63,2025-04-19 16:58:16.429562,
SO-8880144,1,C,607,23,852.13,2024-05-14 10:02:05.438315,2024-06-04 03:27:00.139470
SO-8880144,2,C,8973,20,1377.98,2024-04-26 07:59:06.525463,2024-04-28 05:18:57.665187
SO-7599025,1,O,8347,43,1132.28,2025-03-28 14:33:18.801244,
SO-7599025,2,O,2712,8,1365.73,2025-02-05 20:38:00.415641,
SO-7599025,3,X,8675,3,1309.47,2025-03-10 17:37:26.789667,
SO-3744963,1,O,3800,22,539.17,2025-01-09 06:31:51.027649,
SO-3744963,2,O,5691,39,935.15,2024-12-25 14:59:38.451123,
SO-2264134,1,O,3936,19,1232.65,2024-01-04 05:54:22.381864,
SO-2264134,2,C,9061,21,431.11,2024-01-10 04:19:00.890655,2024-01-22 09:04:28.229652
SO-2264134,3,O,4632,6,469.55,2024-02-23 05:28:35.684547,
SO-2264134,4,O,5113,30,1239.01,2023-12-29 12:41:57.768595,
SO-2264134,5,O,4169,36,994.29,2024-02-24 21:01:45.129136,
SO-2466218,1,O,2606,12,649.2,2024-07-31 08:29:22.894084,
SO-2466218,2,O,7810,41,569.22,2024-08-06 11:20:18.031218,
SO-2466218,3,O,7265,34,760.67,2024-07-17 14:58:39.652223,
SO-2466218,4,O,6011,22,1001.98,2024-08-20 20:27:36.666616,
SO-2466218,5,C,7506,3,955.88,2024-08-04 10:41:58.131392,2024-08-18 09:40:41.387127
SO-7031518,1,X,2273,38,3.19,2024-09-11 12:22:09.973212,
SO-7031518,2,C,1149,45,129.19,2024-09-15 07:38:10.528645,2024-10-08 10:46:08.862567
SO-4965738,1,O,3307,41,266.07,2024-08-04 18:29:04.722496,
SO-4965738,2,O,750,3,1171.99,2024-07-27 20:22:03.838136,
SO-4965738,3,O,81,36,882.15,2024-06-22 18:44:26.560136,
SO-4965738,4,O,2584,32,1492.77,2024-07-04 02:19:31.396696,
SO-4965738,5,C,2346,11,1334.62,2024-07-24 18:01:15.901414,2024-07-31 12:04:10.709628
SO-4965738,6,C,5328,10,251.48,2024-05-16 17:23:48.047749,2024-06-15 14:16:41.764515
SO-5550253,1,O,1773,23,861.95,2024-07-28 02:05:58.833953,
SO-5550253,2,O,7867,15,1243.04,2024-08-19 03:59:21.562033,
SO-5550253,3,C,8683,23,1107.62,2024-09-07 16:02:28.104337,2024-09-10 17:07:27.201891
SO-8194797,1,X,9168,41,27.3,2024-03-26 07:50:35.376536,
SO-8194797,2,X,1342,6,975.64,2024-04-12 11:56:24.946729,
SO-8194797,3,X,6005,12,749.77,2024-04-12 14:47:35.562176,
SO-8194797,4,O,8487,18,1474.42,2024-04-12 20:36:09.861078,
SO-8194797,5,C,9021,26,560.4,2024-03-04 20:11:56.650278,2024-03-24 12:38:34.562267
SO-7346580,1,O,6510,10,748.89,2023-07-03 01:40:22.179383,
SO-7346580,2,O,1037,18,1330.33,2023-07-12 20:25:14.118359,
SO-7346580,3,X,5913,5,1202.45,2023-06-08 07:20:49.633724,
SO-7346580,4,X,6259,20,1338.13,2023-06-28 06:22:05.605949,
SO-7346580,5,X,6582,15,1096.38,2023-06-27 01:36:26.050169,
SO-7346580,6,O,9671,4,607.14,2023-07-18 13:15:56.743243,
SO-5045481,1,O,9204,39,764.63,2023-08-15 17:30:16.926264,
SO-8754054,1,C,3181,11,756.26,2023-11-18 11:49:23.584119,2023-12-17 18:27:00.811162
SO-8754054,2,C,7172,41,1477.69,2023-12-27 03:18:53.532418,2024-01-09 01:08:40.111315
SO-8754054,3,C,2858,45,496.95,2024-01-10 09:18:36.921416,2024-02-07 14:38:59.884246
SO-8754054,4,C,8349,46,687.36,2024-02-06 02:00:28.656043,2024-02-11 13:26:48.554593
SO-8754054,5,O,2745,26,766.88,2023-12-14 16:39:28.044595,
SO-8847335,1,C,8294,11,1239.81,2024-08-30 14:00:43.009078,2024-09-10 01:46:22.572593
SO-2642048,1,O,3658,32,1172.9,2023-10-06 05:41:24.970999,
SO-2642048,2,O,8959,37,343.87,2023-11-17 19:01:34.259853,
SO-2642048,3,C,2435,4,606.4,2023-10-26 09:20:16.062348,2023-11-16 02:02:08.098035
SO-2642048,4,C,4157,31,738.47,2023-10-20 19:12:38.269859,2023-10-30 19:16:47.589043
SO-6137469,1,O,6794,44,995.32,2025-04-20 20:39:06.763136,
SO-6137469,2,C,6436,31,1203.62,2025-05-21 21:25:32.582556,2025-06-07 13:15:59.162530
SO-6137469,3,O,8504,31,1315.69,2025-04-10 11:01:42.328696,
SO-6137469,4,C,897,35,777.62,2025-04-12 16:37:50.871127,2025-05-12 10:59:00.242029
SO-6137469,5,C,1726,37,824.09,2025-03-28 05:10:49.346591,2025-03-31 08:52:12.388133
SO-6137469,6,X,1882,2,1344.62,2025-05-07 07:21:52.932162,
SO-6906741,1,C,242,23,89.0,2025-01-04 06:58:13.070176,2025-02-03 05:09:32.527100
SO-6906741,2,X,1535,30,499.13,2025-01-10 03:56:51.196202,
SO-6906741,3,X,5122,47,624.23,2024-12-13 21:20:53.608648,
SO-6906741,4,C,7119,49,213.61,2024-12-25 04:00:50.354558,2024-12-27 22:02:59.174254
SO-6906741,5,C,7336,4,463.55,2024-12-31 03:16:34.032453,2025-01-21 17:47:57.512248
SO-2921646,1,X,2177,31,974.15,2024-09-17 04:57:01.455157,
SO-0121060,1,O,9013,15,107.88,2024-08-31 02:23:37.685147,
SO-0121060,2,O,1681,35,476.77,2024-09-01 05:01:11.085766,
SO-0121060,3,C,9271,18,1207.69,2024-10-31 22:26:59.726599,2024-11-30 11:41:01.244437
SO-5142397,1,C,1951,50,658.74,2024-08-23 08:58:12.273775,2024-09-21 15:26:45.130907
SO-5142397,2,X,7295,6,1449.92,2024-10-03 19:27:02.698002,
SO-5142397,3,O,1430,1,1059.47,2024-09-28 01:53:14.407325,
SO-0478961,1,C,6891,43,849.06,2024-12-07 03:19:01.226317,2024-12-17 19:56:41.472505
SO-0478961,2,X,6374,41,1436.24,2024-11-12 17:37:18.805586,
SO-0478961,3,C,9138,19,841.4,2025-01-21 15:40:56.489882,2025-02-07 01:45:56.177585
SO-0478961,4,C,5824,32,996.98,2024-12-21 20:55:14.264303,2025-01-11 05:52:06.227347
SO-3405047,1,X,6312,7,610.03,2024-08-18 07:42:20.393490,
SO-3405047,2,C,4609,38,98.53,2024-09-25 08:30:43.640723,2024-09-27 15:55:58.137741
SO-3405047,3,C,5389,7,650.98,2024-08-30 13:28:59.824386,2024-09-22 23:27:01.609083
SO-3405047,4,X,2799,10,8.15,2024-08-25 17:59:57.297119,
SO-8290671,1,C,6685,42,653.6,2024-11-04 04:45:26.361913,2024-11-19 20:57:26.933500
SO-8290671,2,C,1450,37,571.13,2025-01-06 11:24:37.940995,2025-01-25 00:51:57.118466
SO-8290671,3,C,5504,32,1420.97,2024-11-21 16:20:23.814620,2024-12-16 21:24:29.221682
SO-8290671,4,C,7995,18,68.47,2025-01-01 23:38:05.762329,2025-01-02 22:43:59.241754
SO-8073550,1,X,2564,12,793.24,2025-02-03 02:27:49.403189,
SO-8073550,2,O,9466,3,9.73,2025-01-04 22:08:48.743813,
SO-9969741,1,O,6652,45,437.24,2024-11-21 19:46:46.010782,
SO-9969741,2,X,187,17,480.13,2024-10-12 09:14:38.064730,
SO-9969741,3,C,7076,3,1179.06,2024-11-03 09:09:20.560762,2024-11-11 12:09:40.669347
SO-9969741,4,O,8552,31,56.87,2024-11-01 17:21:33.354064,
SO-5802915,1,X,7471,24,938.05,2024-06-13 04:03:23.495216,
SO-5802915,2,O,1544,16,905.42,2024-06-20 04:22:12.275700,
SO-5802915,3,C,2062,44,62.56,2024-07-28 02:27:23.006060,2024-08-12 09:17:50.744862
SO-5802915,4,X,8849,35,961.78,2024-07-04 11:10:04.671919,
SO-5802915,5,X,8094,29,260.08,2024-08-09 13:49:31.316488,
SO-5802915,6,O,5401,14,1175.16,2024-08-31 04:23:20.156841,
SO-0146292,1,O,7647,16,903.63,2025-03-04 13:45:11.066951,
SO-0146292,2,O,1973,30,1094.53,2025-04-23 00:59:24.755579,
SO-0146292,3,C,1893,27,757.22,2025-04-19 09:15:40.667333,2025-05-04 18:32:16.207686
SO-0146292,4,X,6603,1,1094.25,2025-04-11 03:06:14.004763,
SO-0146292,5,X,2996,10,38.51,2025-04-14 04:33:00.969963,
SO-0146292,6,X,3324,37,446.23,2025-03-06 14:55:55.708673,
SO-5595976,1,X,7724,46,1398.81,2024-11-04 16:47:01.693025,
SO-1496685,1,X,7903,11,574.71,2023-09-16 11:22:35.174925,
SO-1496685,2,C,3291,5,417.27,2023-08-26 11:32:33.692411,2023-09-05 11:42:52.168583
SO-1496685,3,C,5974,31,256.7,2023-09-02 01:17:06.833307,2023-09-28 01:58:32.176607
SO-1496685,4,O,8319,15,1415.56,2023-09-30 03:22:40.105768,
SO-6385162,1,O,3215,43,325.22,2024-01-17 16:44:22.338061,
SO-6385162,2,C,4290,26,313.91,2024-02-18 12:22:49.907560,2024-02-26 04:29:11.765916
SO-6385162,3,X,8055,32,782.81,2024-02-23 03:55:27.729000,
SO-6385162,4,C,4140,37,205.46,2023-12-16 18:30:53.461219,2023-12-22 06:32:28.333491
SO-6385162,5,O,8200,28,760.34,2023-12-28 18:22:26.092933,
SO-0565376,1,O,2067,27,949.79,2024-12-10 11:59:41.656499,
SO-0565376,2,C,3287,1,131.51,2025-01-03 13:14:51.274135,2025-01-13 12:32:50.790320
SO-0565376,3,O,5947,20,142.98,2024-10-31 09:33:39.246555,
SO-0565376,4,O,3595,43,302.11,2024-12-21 09:29:34.583585,
SO-9003740,1,X,152,16,150.68,2024-05-01 03:44:20.742116,
SO-9003740,2,X,2855,7,1099.63,2024-05-10 16:17:13.968268,
SO-9003740,3,O,4710,23,313.22,2024-04-30 00:39:07.095985,
SO-9003740,4,X,4480,18,1070.12,2024-06-10 09:43:10.718605,
SO-3042382,1,X,8220,22,951.95,2023-08-18 04:42:48.361317,
SO-3042382,2,X,5788,38,1109.98,2023-06-26 01:23:17.534771,
SO-3042382,3,C,5168,47,1123.51,2023-08-30 05:30:47.770947,2023-09-01 23:16:47.747167
SO-8603427,1,O,9355,11,942.63,2024-02-21 06:31:26.093328,
SO-9715235,1,C,8096,34,836.07,2024-04-08 02:16:52.042592,2024-04-09 06:48:10.165182
SO-3616561,1,X,3858,27,1450.9,2024-03-27 13:19:34.894004,
SO-3616561,2,C,7574,16,566.83,2024-03-04 19:00:50.984603,2024-03-24 11:44:04.946138
SO-0820926,1,X,1788,22,1485.42,2025-01-13 04:24:42.776401,
SO-0820926,2,O,4493,24,1267.75,2025-02-07 23:52:59.976221,
SO-0820926,3,X,5124,30,1134.68,2025-03-31 06:07:25.286714,
SO-3495525,1,O,2574,22,784.47,2025-02-26 05:48:14.425525,
SO-3495525,2,C,3878,35,499.27,2025-02-16 00:36:42.388679,2025-03-02 15:18:05.963901
SO-3495525,3,X,8806,18,1387.74,2025-01-27 18:22:11.278385,
SO-3495525,4,X,9800,9,938.56,2025-02-02 13:37:31.479659,
SO-7867275,1,O,6616,42,516.41,2024-05-19 10:07:36.469457,
SO-7867275,2,O,993,26,959.2,2024-03-04 23:02:31.303236,
SO-7867275,3,X,7090,4,1192.88,2024-04-25 06:16:36.498655,
SO-7867275,4,O,1956,42,1293.2,2024-02-24 14:17:20.826409,
SO-5163527,1,C,2693,39,1014.72,2024-09-29 13:45:26.279581,2024-09-30 22:09:45.885023
SO-5163527,2,O,3060,37,1360.02,2024-10-30 10:19:48.144417,
SO-1546042,1,C,3782,46,1113.28,2023-07-19 15:31:10.848738,2023-08-10 05:15:43.082985
SO-1531031,1,C,2569,39,1199.2,2025-04-14 03:28:22.504400,2025-04-29 18:27:29.372833
SO-1531031,2,C,3825,21,1321.33,2025-04-30 13:56:25.130725,2025-05-17 03:37:23.396215
SO-1531031,3,X,4064,12,1051.13,2025-05-01 11:22:41.426532,
SO-1531031,4,X,2672,24,279.18,2025-05-02 08:43:40.688715,
SO-4395188,1,O,600,12,869.24,2023-08-08 11:04:48.427713,
SO-4395188,2,C,2651,30,730.83,2023-10-02 07:48:00.122980,2023-10-18 00:37:32.229120
SO-2484374,1,X,1267,12,885.57,2025-02-04 21:52:14.158921,
SO-2484374,2,O,8779,18,25.93,2024-12-22 10:19:23.820989,
SO-9456754,1,C,6194,24,1062.12,2025-03-03 15:01:45.512922,2025-04-02 03:21:39.017149
SO-9456754,2,O,2491,34,892.21,2025-05-12 13:13:15.681615,
SO-9456754,3,O,5875,21,1393.2,2025-04-28 12:30:58.493991,
SO-9456754,4,C,7999,4,458.66,2025-04-03 20:25:37.211858,2025-04-19 23:41:27.648094
SO-9456754,5,C,1342,29,705.4,2025-05-06 12:49:31.040581,2025-05-19 21:31:08.726972
SO-6483689,1,C,644,9,704.68,2024-07-24 00:00:40.233420,2024-08-06 07:29:05.474769
SO-4878145,1,O,4468,23,942.33,2023-07-03 08:14:11.823403,
SO-4243905,1,O,1823,27,723.55,2024-06-26 08:33:13.087713,
SO-4243905,2,O,9446,13,1031.87,2024-06-13 07:36:32.010612,
SO-4243905,3,C,2663,45,452.18,2024-06-26 18:00:12.516087,2024-07-22 11:39:26.237103
SO-4243905,4,C,3089,45,1499.19,2024-08-18 14:51:45.076246,2024-08-20 06:03:03.021447
SO-9398367,1,O,3839,11,634.35,2024-04-26 04:58:41.020009,
SO-1425247,1,X,786,39,690.42,2025-03-28 03:06:07.197999,
SO-1425247,2,C,5531,27,1190.54,2025-03-02 17:23:27.193606,2025-03-04 06:36:59.879128
SO-1425247,3,O,341,28,593.27,2025-03-19 02:00:54.013402,
SO-1425247,4,O,7660,50,587.9,2025-03-03 01:06:50.450606,
SO-1425247,5,O,7043,21,222.44,2025-03-07 02:26:24.347001,
SO-1312466,1,X,9595,23,847.35,2024-01-26 17:48:49.642595,
SO-1312466,2,O,8767,43,716.44,2023-12-12 17:22:22.761183,
SO-1312466,3,X,4363,30,1102.63,2024-01-18 15:35:02.657489,
SO-1312466,4,O,3961,38,1166.69,2023-11-22 10:35:01.233935,
SO-1312466,5,O,4733,39,1346.37,2024-01-17 13:03:53.940488,
SO-6386929,1,X,916,1,119.6,2023-07-25 04:25:47.547518,
SO-6386929,2,C,4575,2,547.3,2023-08-12 04:38:23.786262,2023-08-26 10:05:21.356920
SO-6386929,3,C,89,28,1085.93,2023-09-07 21:54:51.025776,2023-09-30 02:25:12.478775
SO-6386929,4,C,3998,42,1468.89,2023-09-30 01:25:47.899230,2023-09-30 18:17:46.509573
SO-6386929,5,X,9010,3,837.87,2023-09-25 20:52:46.142745,
SO-6386929,6,O,3393,31,1424.19,2023-10-02 03:35:16.049143,
SO-9253467,1,X,1260,38,1445.01,2025-03-13 13:54:15.462778,
SO-9253467,2,C,4513,1,927.78,2025-03-12 12:05:33.079298,2025-03-25 17:19:12.898260
SO-9253467,3,O,3558,3,935.91,2025-04-19 16:46:34.459524,
SO-9253467,4,C,1107,12,418.14,2025-04-01 23:26:09.792527,2025-04-02 22:20:43.337857
SO-9253467,5,C,6153,44,630.54,2025-03-23 09:46:06.853897,2025-04-05 11:23:59.062729
SO-9708535,1,O,872,11,514.71,2024-10-25 03:43:17.309934,
SO-9948430,1,O,7072,32,31.5,2024-09-09 01:07:00.324605,
SO-9948430,2,C,4015,25,759.76,2024-09-24 02:42:39.555889,2024-10-01 23:33:26.899411
SO-9948430,3,O,2925,39,121.26,2024-10-28 03:36:12.709340,
SO-1854279,1,X,2851,28,1313.16,2025-02-16 06:55:08.734559,
SO-1854279,2,O,4540,24,431.36,2025-04-05 00:51:11.134064,
SO-3670623,1,O,4679,23,884.58,2023-06-15 17:08:45.047651,
SO-3670623,2,O,6561,40,444.9,2023-08-25 01:20:48.046367,
SO-3670623,3,O,8096,7,1222.4,2023-07-26 06:11:53.152694,
SO-9178104,1,X,8974,7,126.04,2024-01-29 13:06:20.950057,
SO-6385553,1,X,1936,26,521.46,2024-05-12 17:26:05.779082,
SO-6385553,2,X,4370,43,586.33,2024-04-30 03:44:39.615775,
SO-6385553,3,X,5020,13,1134.65,2024-06-21 12:19:03.836745,
SO-6385553,4,C,7992,37,1192.26,2024-06-19 00:32:07.280974,2024-06-21 14:27:37.417269
SO-3112931,1,X,2729,34,561.86,2025-02-27 10:16:47.889058,
SO-3112931,2,C,3313,34,1125.33,2025-01-18 04:33:07.249185,2025-02-14 15:14:34.067055
SO-7010551,1,C,8777,45,830.49,2023-09-11 05:56:52.692324,2023-09-15 08:57:10.627525
SO-7010551,2,X,3630,28,897.29,2023-08-24 12:39:10.060681,
SO-7010551,3,O,5296,11,1377.31,2023-09-24 10:20:46.087750,
SO-7010551,4,X,8876,30,573.51,2023-09-27 12:48:19.653198,
SO-4540004,1,O,400,19,282.76,2023-09-30 11:57:34.381380,
SO-4540004,2,C,2103,48,415.44,2023-11-05 10:54:10.650403,2023-11-20 08:10:51.772661
SO-4540004,3,X,3175,41,16.47,2023-11-15 09:54:18.039066,
SO-4540004,4,O,4980,8,668.12,2023-11-18 08:28:47.192799,
SO-4540004,5,O,1167,6,255.57,2023-09-21 07:46:18.112687,
SO-4540004,6,O,1432,42,1285.27,2023-11-06 02:38:42.046825,
SO-7465902,1,O,4677,4,828.11,2024-09-05 20:28:33.116148,
SO-7465902,2,C,458,33,1041.07,2024-09-07 15:58:17.912405,2024-09-17 06:00:00.961100
SO-7465902,3,O,1157,35,220.93,2024-08-29 03:48:27.251873,
SO-7465902,4,C,1302,6,947.29,2024-09-24 05:07:59.793359,2024-09-28 12:12:18.453910
SO-7465902,5,X,9372,27,733.27,2024-09-21 11:22:17.353259,
SO-4990839,1,X,6958,19,656.23,2024-03-02 09:51:04.907911,
SO-4990839,2,O,929,35,647.32,2024-03-20 12:21:13.603445,
SO-4990839,3,O,9645,27,898.2,2024-05-21 08:24:38.924471,
SO-4990839,4,C,1938,16,1242.02,2024-03-12 18:31:17.475019,2024-03-12 19:35:45.924182
SO-8318344,1,O,9622,11,607.35,2023-11-15 14:05:29.304724,
SO-8318344,2,X,8230,20,1237.05,2023-12-12 17:44:58.026621,
SO-8318344,3,X,3695,42,888.68,2023-09-26 17:08:45.227584,
SO-8318344,4,O,6301,42,116.66,2023-10-04 01:45:41.374258,
SO-8318344,5,O,5811,28,1492.97,2023-11-08 11:27:02.382494,
SO-2662724,1,C,7614,14,30.66,2024-10-03 14:59:03.031339,2024-10-13 19:09:36.342126
SO-2662724,2,C,2643,50,1076.26,2024-11-22 10:05:07.949388,2024-11-25 01:23:23.216165
SO-2662724,3,O,3487,13,88.68,2024-09-26 23:44:41.907174,
SO-5043445,1,X,857,31,262.95,2023-12-05 18:24:05.525094,
SO-7943639,1,O,324,22,425.66,2024-11-09 04:28:00.575921,
SO-6265306,1,C,8838,27,1390.01,2025-04-15 06:49:03.453741,2025-04-22 18:13:34.612266
SO-6265306,2,O,3152,10,1208.79,2025-01-27 00:26:38.378189,
SO-6265306,3,O,6634,9,665.48,2025-03-22 02:21:20.136807,
SO-6265306,4,C,2121,9,331.47,2025-02-01 15:56:20.854771,2025-02-01 19:13:39.812431
SO-8343829,1,C,2092,50,100.32,2023-12-07 18:34:59.923246,2024-01-03 10:57:04.704516
SO-8343829,2,O,5349,38,308.5,2023-12-14 22:45:29.799652,
SO-8343829,3,X,5218,37,182.19,2023-12-02 07:21:57.573065,
SO-8343829,4,X,7238,36,844.43,2024-01-07 17:55:14.417825,
SO-8343829,5,O,6541,8,290.28,2024-01-19 15:25:15.870805,
SO-3342196,1,X,8533,21,1139.71,2024-04-29 04:03:35.773085,
SO-3342196,2,C,4679,48,828.59,2024-05-02 12:07:42.614219,2024-05-20 02:44:19.156214
SO-3721896,1,O,9561,16,1350.77,2025-04-30 06:20:09.155823,
SO-3721896,2,X,6463,10,443.11,2025-05-02 09:08:17.016322,
SO-3721896,3,X,5937,41,1305.22,2025-04-30 03:05:39.433054,
SO-3721896,4,O,4741,46,856.1,2025-03-18 14:48:57.302936,
SO-7922355,1,C,6240,40,231.93,2023-10-12 01:13:02.730576,2023-10-20 07:30:05.797792
SO-7922355,2,X,3376,23,767.36,2023-09-21 08:09:28.643384,
SO-7922355,3,C,5715,45,1195.76,2023-10-11 22:48:24.723465,2023-10-15 16:46:56.200844
SO-6399978,1,C,9349,24,1264.2,2025-02-02 22:03:09.801815,2025-03-03 07:34:55.537553
SO-6399978,2,X,229,39,1002.44,2025-01-26 20:13:41.965956,
SO-3968714,1,O,3856,28,1264.53,2025-04-29 04:12:41.864631,
SO-5925153,1,C,9590,20,1420.4,2024-01-06 22:35:37.817021,2024-01-13 18:12:00.571716
SO-5925153,2,O,1559,27,429.58,2024-01-06 04:14:46.555806,
SO-5925153,3,C,7753,28,580.15,2023-12-30 02:47:25.466407,2024-01-25 15:10:23.637330
SO-5925153,4,O,541,41,674.58,2024-02-20 10:31:38.453705,
SO-7832523,1,O,6191,20,300.95,2023-12-26 00:45:06.900075,
SO-7832523,2,C,5248,21,1424.9,2024-01-13 05:04:39.341348,2024-02-11 19:54:20.837095
SO-5728234,1,C,224,28,507.33,2024-10-31 15:50:02.768856,2024-11-15 18:22:21.123548
SO-0047488,1,O,7380,30,533.74,2025-01-15 17:04:17.343581,
SO-0047488,2,O,5880,34,377.44,2024-12-30 07:51:40.771147,
SO-0047488,3,X,5154,3,788.96,2025-01-06 13:52:18.317606,
SO-0047488,4,C,3649,50,1384.49,2025-01-26 21:08:14.868633,2025-02-22 08:09:42.968240
SO-0047488,5,X,4434,34,1497.91,2025-01-04 18:14:29.593161,
SO-0047488,6,O,1362,32,644.15,2025-02-08 09:55:57.134471,
SO-0925857,1,O,5716,31,547.19,2024-07-03 07:48:15.680613,
SO-0925857,2,C,3722,46,638.75,2024-05-16 23:42:03.398354,2024-05-22 06:15:12.337153
SO-0925857,3,X,9508,40,1269.07,2024-08-07 22:17:51.330317,
SO-0925857,4,X,6910,15,1029.7,2024-05-27 09:16:09.667285,
SO-4037332,1,X,5866,15,473.33,2023-09-07 09:38:21.058811,
SO-4037332,2,O,1191,19,1476.55,2023-09-17 17:37:33.901865,
SO-4037332,3,X,4698,3,367.71,2023-10-03 18:45:10.197782,
SO-4888737,1,C,5115,16,1282.7,2023-11-06 09:07:53.589070,2023-12-01 23:06:34.181803
SO-1673770,1,X,1317,47,960.94,2024-01-28 10:28:46.311351,
SO-7070819,1,O,2434,22,717.98,2025-05-24 17:16:57.992624,
SO-7070819,2,C,3855,30,830.03,2025-04-14 06:22:08.928234,2025-04-25 11:58:27.031195
SO-6961351,1,X,4034,16,1123.48,2025-03-24 03:08:43.096282,
SO-6961351,2,X,4831,17,339.4,2025-04-29 17:25:40.476845,
SO-6961351,3,X,7341,45,1303.75,2025-02-26 05:04:47.968112,
SO-6961351,4,O,5166,34,744.77,2025-02-19 19:39:02.712618,
SO-6961351,5,O,8916,12,121.26,2025-05-09 05:12:27.102437,
SO-6961351,6,X,9957,45,3.29,2025-04-26 04:38:10.961779,
SO-2168436,1,C,9584,48,700.7,2024-03-27 01:24:15.871543,2024-04-19 10:58:02.773664
SO-2168436,2,X,1507,19,1201.8,2024-03-22 09:48:12.209274,
SO-2168436,3,X,3300,1,733.95,2024-03-17 06:16:56.988299,
SO-2168436,4,C,8287,3,294.1,2024-04-03 02:00:57.118692,2024-04-09 15:33:07.743447
SO-2168436,5,X,1659,14,449.23,2024-03-19 23:31:56.117450,
SO-2191767,1,X,4023,49,922.64,2023-11-07 13:05:35.082077,
SO-2191767,2,C,488,1,57.56,2023-10-08 11:22:43.145224,2023-10-22 02:00:45.772738
SO-2191767,3,X,2729,45,1195.51,2023-11-06 17:11:52.452545,
SO-2191767,4,O,2297,34,553.74,2023-08-19 12:46:11.507351,
SO-3435966,1,C,905,49,291.38,2025-02-24 23:55:03.151848,2025-03-13 05:59:32.439849
SO-4045830,1,C,2145,4,876.71,2024-12-04 09:41:20.789690,2024-12-29 17:17:32.194481
SO-4045830,2,C,9409,7,229.26,2024-12-04 21:19:10.303772,2024-12-28 15:56:54.125898
SO-4045830,3,X,1383,2,1264.8,2024-10-04 14:40:12.449058,
SO-2244433,1,C,2838,4,555.13,2023-12-18 03:21:54.734998,2023-12-23 17:28:49.402616
SO-2244433,2,O,2841,34,295.93,2024-01-15 08:41:50.243623,
SO-2244433,3,O,7141,17,755.44,2024-01-15 10:10:27.823526,
SO-4841998,1,O,9518,21,915.42,2024-07-30 14:34:01.293459,
SO-4841998,2,C,2217,25,491.86,2024-06-19 09:38:11.285063,2024-06-26 19:51:48.307130
SO-4841998,3,O,8716,8,763.99,2024-06-12 07:12:48.101750,
SO-6224553,1,X,439,1,191.98,2024-04-16 03:55:58.328688,
SO-6224553,2,C,855,46,879.52,2024-02-28 14:16:03.024342,2024-03-20 16:44:07.731064
SO-6224553,3,C,2082,38,48.82,2024-04-15 03:25:44.227087,2024-04-16 21:40:29.393142
SO-6224553,4,X,2617,11,86.79,2024-05-14 17:19:53.213263,
SO-6224553,5,X,6219,3,241.58,2024-05-02 13:52:33.901700,
SO-1875700,1,X,2713,47,209.97,2024-09-23 02:55:47.766868,
SO-1875700,2,C,7847,48,488.94,2024-10-06 23:42:00.856458,2024-10-11 07:34:28.011017
SO-1634082,1,C,7452,30,249.17,2023-07-07 00:30:31.501292,2023-07-18 14:14:26.105842
SO-1634082,2,C,6841,38,339.76,2023-07-03 15:14:30.533817,2023-07-28 19:36:37.378672
SO-6137977,1,X,2019,28,859.24,2025-04-10 02:30:23.307132,
SO-6137977,2,X,4032,32,176.17,2025-02-01 21:20:04.221820,
SO-6137977,3,O,3998,29,649.75,2025-01-30 05:14:06.043362,
SO-6137977,4,C,3299,41,331.52,2025-03-15 15:44:00.051465,2025-04-08 00:40:16.753130
SO-6137977,5,C,7803,38,1145.42,2025-04-11 02:43:53.565738,2025-05-09 11:43:17.477586
SO-5431571,1,O,5086,31,476.55,2025-02-21 01:29:52.121842,
SO-5431571,2,X,7155,12,1002.14,2025-01-19 00:12:24.516414,
SO-5431571,3,O,4693,10,261.65,2025-01-22 22:57:31.940085,
SO-5431571,4,X,3303,21,352.54,2025-02-13 02:37:08.638789,
SO-5431571,5,O,9490,36,1400.55,2025-01-19 18:24:57.271418,
SO-0501599,1,X,6176,34,1284.05,2024-07-07 13:59:31.676567,
SO-0501599,2,X,2357,21,1415.3,2024-05-12 04:19:43.845588,
SO-0501599,3,C,3996,9,315.35,2024-04-24 08:55:52.768606,2024-05-03 08:37:35.670585
SO-0501599,4,X,2960,24,1217.31,2024-07-15 14:18:24.783826,
SO-1738230,1,O,8447,45,272.89,2023-05-15 04:36:01.039662,
SO-1738230,2,C,3313,24,720.41,2023-06-11 00:22:50.163152,2023-06-15 04:26:49.122388
SO-1738230,3,O,9958,34,97.48,2023-05-23 20:38:26.141611,
SO-7008005,1,X,324,20,1319.32,2024-04-24 09:24:21.727478,
SO-7008005,2,X,1736,8,837.85,2024-05-14 09:57:13.549187,
